index,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,class
19015.0,38,0,107302,11,9,6,4,0,1,0,0,0,50,22,0
19016.0,31,4,127651,8,6,3,0,2,1,0,0,1741,40,22,0
19017.0,33,6,102884,7,13,6,5,3,1,0,0,0,20,22,0
19018.0,49,6,241753,11,9,1,7,1,1,1,0,0,40,22,0
19019.0,28,0,173611,11,9,3,4,3,1,1,0,0,40,22,0
19020.0,29,0,232666,11,9,6,12,0,1,0,0,0,40,22,0
19021.0,23,0,352207,15,11,3,7,3,1,0,0,0,20,22,0
19022.0,37,6,241998,7,13,6,2,0,1,0,0,0,5,22,1
19023.0,52,0,279129,14,10,3,2,4,1,0,0,0,37,22,1
19024.0,27,0,177057,11,9,3,9,4,1,0,0,0,40,22,0
19025.0,47,0,155659,14,10,6,12,0,1,0,7688,0,55,22,1
19026.0,21,0,251603,11,9,3,10,4,1,1,0,0,40,22,0
19027.0,41,8,19914,7,13,6,10,5,4,1,0,0,40,20,1
19028.0,61,0,115023,14,10,6,10,0,1,0,0,0,40,22,1
19029.0,32,0,101709,7,13,6,2,0,4,0,0,0,40,22,1
19030.0,21,0,313702,14,10,3,5,4,1,0,0,0,40,22,0
19031.0,63,0,250068,9,8,6,5,0,1,0,0,0,40,22,1
19032.0,34,0,227359,14,10,6,7,0,1,0,0,0,42,22,0
19033.0,21,3,196827,12,12,3,13,3,1,0,0,0,10,22,0
19034.0,44,0,118550,11,9,1,7,1,1,1,0,0,33,22,0
19035.0,26,0,285004,7,13,3,4,4,4,0,0,0,35,17,0
19036.0,36,0,280169,0,14,6,4,0,1,0,0,0,50,22,1
19037.0,39,0,144608,7,13,3,2,4,1,0,0,0,40,39,1
19038.0,52,0,76860,11,9,6,14,0,4,0,0,0,8,20,0
19039.0,44,6,167280,7,13,6,5,0,1,0,0,0,40,22,0
19040.0,42,0,334783,11,9,6,2,5,1,1,0,0,40,22,0
19041.0,60,5,141580,11,9,6,6,0,1,0,0,0,50,22,1
19042.0,31,0,226443,7,13,3,2,4,1,0,0,0,40,22,0
19043.0,30,0,366065,14,10,3,12,1,3,0,0,0,40,22,0
19044.0,23,0,225724,14,10,3,2,3,1,1,0,0,25,22,0
19045.0,81,3,132204,1,2,2,7,4,1,1,0,0,20,22,0
19046.0,39,0,258276,7,13,6,13,0,4,0,3137,0,40,39,0
19047.0,38,0,197711,8,6,1,9,4,4,1,0,0,40,10,0
19048.0,21,0,30619,14,10,3,4,4,1,1,0,0,38,22,0
19049.0,28,4,335015,11,9,6,12,0,1,0,0,0,40,22,0
19050.0,34,0,61272,7,13,3,4,4,1,1,0,0,40,22,0
19051.0,47,0,106544,11,9,3,7,4,1,1,0,0,40,22,0
19052.0,36,0,144169,11,9,6,12,0,1,0,0,0,50,22,0
19053.0,27,0,40295,11,9,3,0,4,1,0,0,0,99,22,0
19054.0,56,0,266091,7,13,3,2,4,1,1,2907,0,52,15,0
19055.0,57,0,143030,11,9,2,7,1,1,1,0,0,30,39,0
19056.0,42,3,192397,14,10,1,10,3,1,1,0,0,38,22,0
19057.0,43,0,114351,11,9,1,12,4,1,0,0,0,35,22,0
19058.0,48,5,63466,11,9,4,6,1,1,1,0,0,32,22,0
19059.0,53,0,132304,11,9,1,9,4,1,1,0,0,40,24,0
19060.0,58,0,128162,11,9,1,5,4,1,1,0,0,24,22,0
19061.0,19,0,125938,9,8,3,7,3,1,0,0,0,40,40,0
19062.0,37,0,170174,11,9,6,4,0,1,0,0,0,46,22,1
19063.0,41,6,203451,14,10,1,2,4,1,1,0,0,15,22,0
19064.0,31,0,109917,6,4,0,12,4,1,1,0,0,40,22,0
19065.0,31,0,114937,7,13,6,2,0,1,0,0,0,35,22,0
19066.0,53,4,231196,11,9,6,10,0,1,0,0,0,40,22,0
19067.0,19,0,238474,14,10,3,5,3,1,0,0,0,25,22,0
19068.0,56,0,314149,13,16,6,2,0,1,0,0,0,50,22,1
19069.0,55,8,31728,14,10,6,10,5,1,1,0,0,40,22,1
19070.0,51,0,360131,2,3,6,12,2,1,1,0,0,40,22,0
19071.0,62,0,141308,14,10,3,10,4,1,1,0,0,40,22,0
19072.0,43,0,83411,14,10,6,5,0,1,0,0,0,50,22,1
19073.0,45,5,119835,6,4,1,6,4,0,0,0,0,48,22,0
19074.0,28,4,296537,11,9,6,12,0,1,0,0,0,45,22,0
19075.0,46,0,193047,11,9,6,4,0,1,0,0,0,40,22,1
19076.0,62,3,39630,7,13,6,2,0,1,0,0,0,40,22,0
19077.0,57,4,213975,11,9,2,7,1,1,1,0,0,30,22,0
19078.0,60,4,259803,7,13,6,2,5,1,1,0,0,45,22,1
19079.0,23,8,55465,14,10,3,14,4,1,0,0,0,40,22,0
19080.0,47,0,181307,14,10,6,5,0,1,0,99999,0,60,22,1
19081.0,21,0,211301,14,10,3,10,3,1,1,0,0,8,22,0
19082.0,51,0,200450,11,9,6,14,0,1,0,0,0,48,22,0
19083.0,61,4,176731,11,9,6,14,0,1,0,0,0,40,22,0
19084.0,52,6,140985,7,13,6,10,5,1,1,99999,0,30,22,1
19085.0,76,0,125784,7,13,6,4,0,1,0,0,0,40,22,0
19086.0,24,0,152176,14,10,3,14,4,1,0,0,0,39,22,0
19087.0,31,6,111423,7,13,3,12,4,1,0,0,0,55,22,0
19088.0,43,0,130126,7,13,6,4,0,1,0,15024,0,50,22,1
19089.0,58,8,30111,14,10,2,2,1,0,1,0,0,40,22,0
19090.0,18,5,214989,14,10,3,6,3,1,1,0,1602,24,22,0
19091.0,19,0,272800,9,8,3,10,3,1,1,0,0,25,22,0
19092.0,44,0,195881,14,10,1,4,2,1,1,0,0,45,22,0
19093.0,41,4,170924,14,10,3,2,2,1,0,0,0,7,22,0
19094.0,21,0,131473,14,10,3,5,3,4,0,0,0,20,28,0
19095.0,40,0,149466,11,9,1,14,4,3,0,0,0,35,22,0
19096.0,25,0,190418,14,10,3,7,3,1,0,0,0,30,30,0
19097.0,62,4,167889,13,16,2,2,1,1,1,0,0,40,25,0
19098.0,42,0,177989,11,9,6,12,0,1,0,0,0,40,22,0
19099.0,35,0,186035,15,11,3,13,4,1,0,0,0,40,22,0
19100.0,19,0,195805,11,9,3,5,3,1,1,0,0,12,22,0
19101.0,60,0,54800,11,9,6,7,5,1,1,0,0,40,22,0
19102.0,20,0,100605,11,9,3,5,3,2,0,0,0,40,23,0
19103.0,23,0,253190,12,12,6,14,0,1,0,0,0,25,22,0
19104.0,18,0,203301,11,9,3,10,3,1,1,0,0,40,22,0
19105.0,40,0,175696,14,10,6,4,0,1,0,0,0,45,22,1
19106.0,19,0,278304,14,10,3,7,3,1,1,0,0,15,22,0
19107.0,51,0,93193,11,9,1,2,4,1,1,0,0,40,22,0
19108.0,41,4,158688,7,13,6,1,0,1,0,0,0,50,22,0
19109.0,18,0,327612,8,6,3,7,3,1,1,0,0,20,22,0
19110.0,41,0,210844,14,10,4,5,1,3,1,0,0,40,22,0
19111.0,27,0,147340,14,10,3,4,3,1,1,0,0,40,22,0
19112.0,71,6,130436,1,2,1,12,4,1,1,0,0,28,22,0
19113.0,25,0,206600,9,8,6,9,0,1,0,0,0,40,40,0
19114.0,73,0,284680,11,9,1,7,4,1,1,0,0,20,22,0
19115.0,45,0,127738,14,10,6,7,0,1,0,0,0,40,22,0
19116.0,25,0,213412,14,10,6,5,0,1,0,0,0,40,22,1
19117.0,50,0,287927,11,9,6,2,5,1,1,0,0,16,22,0
19118.0,44,0,249332,11,9,6,0,0,1,0,0,0,40,14,0
19119.0,44,4,290403,15,11,1,1,3,1,1,0,0,40,15,0
19120.0,49,0,54772,11,9,6,12,0,1,0,3103,0,45,22,1
19121.0,44,7,56651,14,10,6,4,0,1,0,7688,0,45,22,1
19122.0,42,8,178470,11,9,1,10,4,1,1,0,0,40,22,0
19123.0,20,0,62865,11,9,3,3,4,1,1,0,0,45,22,0
19124.0,66,0,107196,11,9,2,13,4,1,1,0,0,18,22,0
19125.0,19,0,86860,14,10,3,4,3,1,0,0,0,15,22,0
19126.0,60,0,130684,14,10,6,12,0,1,0,0,0,55,22,0
19127.0,46,0,164682,15,11,0,2,4,1,0,0,0,40,22,0
19128.0,42,0,198316,15,11,1,12,4,1,0,0,0,35,22,0
19129.0,59,0,261816,14,10,1,4,4,1,1,0,0,52,11,0
19130.0,58,0,280309,12,12,6,4,0,1,0,5178,0,60,22,1
19131.0,47,0,97176,11,9,1,10,1,1,1,0,0,40,22,0
19132.0,58,0,95835,14,10,6,13,0,1,0,0,0,36,22,0
19133.0,69,5,323016,7,13,6,6,0,1,0,99999,0,40,22,1
19134.0,17,5,280670,8,6,3,6,3,1,1,0,0,40,22,0
19135.0,19,0,136306,5,7,3,8,3,1,0,0,0,24,22,0
19136.0,28,0,65171,14,10,6,13,0,1,0,0,0,70,22,0
19137.0,37,0,25864,11,9,0,2,1,0,1,0,0,40,22,0
19138.0,30,0,149531,11,9,6,12,0,1,0,0,0,50,22,0
19139.0,36,0,33887,14,10,1,2,4,1,0,0,0,40,22,0
19140.0,45,0,172822,5,7,1,0,4,1,0,0,2824,76,22,1
19141.0,59,0,106748,6,4,6,7,5,1,1,0,0,99,22,0
19142.0,45,0,131826,14,10,6,14,0,1,0,0,0,40,22,0
19143.0,53,4,216691,13,16,1,2,4,1,1,10520,0,40,22,1
19144.0,37,0,133328,11,9,1,5,1,1,1,0,0,40,22,0
19145.0,26,0,164737,14,10,3,5,4,1,1,0,0,40,22,0
19146.0,53,4,99064,4,5,6,12,0,1,0,0,0,40,22,0
19147.0,44,3,59460,11,9,6,7,5,1,1,0,0,15,22,0
19148.0,27,0,208725,7,13,3,12,3,1,0,0,0,40,22,0
19149.0,22,0,138513,14,10,3,12,3,1,0,0,0,40,22,0
19150.0,41,0,121055,11,9,1,0,4,1,0,0,0,40,22,0
19151.0,53,0,149784,11,9,6,9,0,1,0,0,0,40,22,0
19152.0,58,0,114495,11,9,6,4,0,1,0,0,0,40,22,0
19153.0,34,5,133278,9,8,0,6,1,3,1,0,0,53,22,0
19154.0,32,0,212276,7,13,6,2,0,1,0,0,0,60,22,1
19155.0,32,0,440129,14,10,6,14,0,1,0,0,0,38,31,0
19156.0,47,0,98012,0,14,6,2,5,1,1,7688,0,40,22,1
19157.0,27,0,145284,11,9,6,8,0,1,0,0,0,40,22,0
19158.0,25,0,177147,14,10,3,14,4,1,0,0,0,40,22,0
19159.0,40,0,141537,8,6,1,9,4,3,1,0,0,40,22,0
19160.0,36,6,48093,14,10,6,5,0,1,0,0,0,92,22,0
19161.0,23,4,314819,11,9,3,0,3,1,0,0,0,40,22,0
19162.0,44,0,123572,4,5,6,9,0,3,0,0,0,40,22,0
19163.0,19,0,170800,11,9,3,12,3,1,0,0,0,60,22,0
19164.0,42,0,332401,7,13,3,5,4,1,0,0,0,40,22,0
19165.0,60,6,193038,14,10,6,8,0,1,0,0,0,15,22,0
19166.0,41,0,351161,11,9,6,5,0,1,0,0,1848,45,22,1
19167.0,45,8,106910,11,9,3,0,1,4,1,0,0,40,22,0
19168.0,67,5,163726,2,3,6,6,0,1,0,0,0,49,22,0
19169.0,36,6,609935,7,13,6,0,0,3,0,0,0,48,39,0
19170.0,52,3,314627,0,14,1,2,4,4,1,0,0,40,22,0
19171.0,28,0,115945,13,16,3,10,3,1,0,0,0,18,22,0
19172.0,83,7,272248,11,9,1,5,4,1,0,0,0,20,22,0
19173.0,17,0,167878,5,7,3,7,3,1,0,0,0,20,22,0
19174.0,27,0,176972,15,11,3,12,4,1,0,0,0,40,22,0
19175.0,35,6,31095,15,11,3,8,4,1,0,0,0,60,22,0
19176.0,40,0,130834,14,10,3,10,4,1,1,0,0,40,22,0
19177.0,23,0,207415,12,12,6,5,5,1,1,0,0,25,22,0
19178.0,51,4,264457,5,7,6,14,0,3,0,0,0,40,22,0
19179.0,51,0,340588,1,2,6,7,0,1,0,0,0,54,31,0
19180.0,82,5,42435,8,6,2,6,4,1,0,0,0,20,22,0
19181.0,28,0,107411,11,9,3,4,4,1,1,0,0,45,22,0
19182.0,53,0,290640,11,9,6,7,0,1,0,0,0,50,0,1
19183.0,29,0,106179,7,13,3,10,4,1,1,0,0,35,30,0
19184.0,19,0,247679,11,9,3,12,4,1,0,0,0,45,22,0
19185.0,30,0,171598,7,13,4,5,4,1,1,0,0,50,22,0
19186.0,23,0,234460,6,4,3,9,3,3,1,0,0,40,41,0
19187.0,66,0,196674,7,13,6,5,0,1,0,0,0,15,22,1
19188.0,27,0,182540,5,7,3,12,4,1,0,0,0,40,22,0
19189.0,35,0,172694,11,9,6,9,0,3,0,0,0,40,22,0
19190.0,17,0,29571,9,8,3,14,3,1,0,0,0,15,22,0
19191.0,27,0,130438,11,9,3,9,4,1,0,0,0,40,22,0
19192.0,27,0,213421,10,15,3,2,4,1,0,0,0,50,22,0
19193.0,44,4,189956,7,13,6,1,5,3,1,15024,0,40,22,1
19194.0,64,0,133144,11,9,6,0,0,1,0,0,0,16,22,0
19195.0,62,7,24050,11,9,2,5,4,1,1,0,0,15,22,0
19196.0,26,0,276967,14,10,6,5,0,1,0,0,0,40,22,0
19197.0,40,0,184857,11,9,0,9,1,1,0,0,0,40,22,0
19198.0,40,0,145160,13,16,6,2,0,1,0,0,0,40,22,1
19199.0,35,0,192251,11,9,1,10,3,1,1,0,0,40,22,0
19200.0,25,0,190650,7,13,3,2,3,4,0,0,0,40,9,0
19201.0,52,4,255927,14,10,2,10,4,1,1,0,0,24,22,0
19202.0,46,0,99086,14,10,6,10,5,1,1,0,0,40,22,1
19203.0,30,0,216811,11,9,6,12,0,0,0,0,0,40,22,0
19204.0,52,0,110563,14,10,6,4,0,1,0,0,0,40,22,1
19205.0,28,0,120471,11,9,3,0,4,2,0,0,0,40,22,0
19206.0,17,0,183066,8,6,3,7,3,1,1,0,0,25,22,0
19207.0,46,3,298786,14,10,3,7,3,3,1,0,0,40,22,0
19208.0,45,0,297884,7,13,1,4,4,1,0,0,0,40,22,1
19209.0,21,0,253612,14,10,3,2,3,1,1,1055,0,32,22,0
19210.0,18,6,207438,11,9,6,7,5,1,1,0,0,40,22,0
19211.0,17,0,148522,5,7,3,7,3,1,0,0,1721,15,22,0
19212.0,90,0,139660,14,10,1,5,1,3,1,0,0,37,22,0
19213.0,23,0,165474,14,10,3,12,4,1,0,0,0,40,22,0
19214.0,41,0,120277,7,13,6,2,0,1,0,0,0,40,22,1
19215.0,19,6,67929,14,10,3,8,3,1,0,0,0,50,22,0
19216.0,69,0,229418,11,9,6,0,0,1,0,0,0,40,22,0
19217.0,23,8,41356,12,12,3,4,1,1,1,0,0,32,22,0
19218.0,28,0,185127,14,10,3,13,4,1,0,0,0,54,22,0
19219.0,37,0,109133,12,12,6,5,0,1,0,0,1977,45,22,1
19220.0,57,0,148315,11,9,6,5,0,1,0,0,0,30,22,0
19221.0,30,4,145692,14,10,3,1,4,3,0,0,1974,40,22,0
19222.0,48,0,210424,11,9,0,10,1,1,1,914,0,40,22,0
19223.0,73,0,198526,11,9,2,7,2,1,1,0,0,32,22,0
19224.0,25,0,521400,2,3,3,9,2,1,0,0,0,40,31,0
19225.0,33,0,100882,0,14,3,4,4,1,0,0,0,40,22,1
19226.0,36,0,124818,11,9,6,9,0,1,0,0,0,40,22,0
19227.0,28,0,190836,11,9,6,12,0,1,0,3411,0,40,22,0
19228.0,57,0,71367,11,9,1,7,1,1,1,0,0,40,22,0
19229.0,31,0,303032,14,10,3,7,1,3,1,0,0,40,22,0
19230.0,35,5,98989,4,5,1,6,3,0,0,0,0,38,22,0
19231.0,40,3,390781,11,9,1,7,4,3,1,0,0,48,22,0
19232.0,32,0,54782,14,10,3,2,3,1,1,0,0,40,22,0
19233.0,35,5,202683,7,13,3,6,4,1,0,0,0,40,22,0
19234.0,26,0,213081,11,9,3,10,1,3,1,0,0,40,37,0
19235.0,27,7,89718,14,10,0,5,3,1,1,0,0,40,22,0
19236.0,17,0,225106,8,6,3,7,3,1,1,0,1602,18,22,0
19237.0,29,0,253262,14,10,3,12,4,1,1,0,0,40,22,0
19238.0,18,0,78181,5,7,3,7,3,1,1,0,0,30,22,0
19239.0,20,0,158206,14,10,3,5,4,1,0,0,0,30,22,0
19240.0,69,5,337720,11,9,6,6,0,1,0,0,0,24,22,0
19241.0,18,3,391257,14,10,3,7,4,1,1,0,0,40,22,0
19242.0,56,0,134756,11,9,3,7,4,3,1,0,0,40,22,0
19243.0,40,0,183404,14,10,0,7,1,1,1,0,0,8,22,0
19244.0,46,0,192793,14,10,1,4,4,1,0,0,0,40,22,0
19245.0,41,0,203943,9,8,6,1,0,3,0,0,0,40,39,0
19246.0,53,0,89400,14,10,2,4,1,1,1,0,0,40,22,0
19247.0,50,0,237868,0,14,6,4,0,1,0,0,0,50,22,1
19248.0,23,0,139187,5,7,3,14,3,1,0,0,0,50,22,0
19249.0,40,0,126701,7,13,4,4,4,1,0,0,0,40,22,1
19250.0,54,7,172175,14,10,6,0,0,1,0,0,0,40,22,1
19251.0,45,0,164210,14,10,1,4,4,1,1,0,0,40,22,0
19252.0,53,4,608184,11,9,6,0,0,3,0,0,0,40,22,1
19253.0,17,5,198797,5,7,3,6,3,1,0,0,0,20,12,0
19254.0,50,4,425804,7,13,1,4,4,1,1,0,0,40,22,1
19255.0,22,5,117618,7,13,3,6,4,1,0,0,0,25,22,0
19256.0,30,0,119164,7,13,3,7,1,1,0,0,0,40,39,0
19257.0,40,7,92036,7,13,6,12,0,1,0,0,0,40,22,0
19258.0,36,3,77146,0,14,3,2,4,1,0,0,0,40,22,0
19259.0,25,6,191803,12,12,3,5,4,1,0,0,0,50,22,0
19260.0,29,0,54932,11,9,6,9,0,1,0,0,0,40,22,0
19261.0,29,0,251694,7,13,3,8,3,1,0,0,0,50,22,0
19262.0,22,0,268145,7,13,3,5,4,1,1,0,0,40,22,0
19263.0,56,0,104842,7,13,1,2,1,3,1,0,0,50,33,0
19264.0,60,4,227332,0,14,6,4,0,1,0,0,0,40,22,1
19265.0,37,0,212512,11,9,6,9,0,1,0,3464,0,50,22,0
19266.0,53,0,133436,6,4,1,9,4,1,1,0,0,40,22,0
19267.0,23,3,309055,14,10,3,10,3,1,1,0,0,20,22,0
19268.0,18,0,59202,11,9,3,3,2,1,1,0,0,10,22,0
19269.0,36,0,32709,14,10,1,5,4,1,1,3325,0,45,22,0
19270.0,67,7,73559,11,9,6,4,0,1,0,9386,0,50,22,1
19271.0,31,0,117963,11,9,3,14,4,1,0,0,0,60,22,0
19272.0,26,0,169121,7,13,6,5,0,1,0,0,0,48,22,1
19273.0,18,0,308889,5,7,3,10,2,4,1,0,0,20,22,0
19274.0,45,4,144940,0,14,1,2,1,3,1,0,0,40,22,0
19275.0,64,0,102041,5,7,6,5,0,1,0,0,0,40,22,0
19276.0,26,0,335998,11,9,3,5,4,1,1,0,0,38,22,0
19277.0,53,0,29557,14,10,1,2,4,1,1,0,0,40,22,0
19278.0,27,0,210313,11,9,3,14,2,1,0,0,0,28,2,0
19279.0,32,0,190784,14,10,1,9,1,0,0,0,0,40,22,0
19280.0,49,6,107597,11,9,1,4,1,1,1,14084,0,30,22,1
19281.0,59,0,97168,8,6,6,12,0,1,0,0,0,40,22,1
19282.0,44,0,155930,0,14,6,2,0,1,0,7688,0,55,22,1
19283.0,61,6,181033,11,9,6,8,0,1,0,0,0,60,22,0
19284.0,41,5,344572,11,9,1,6,1,1,1,0,0,40,22,0
19285.0,46,3,170165,11,9,0,10,1,1,1,0,0,37,22,0
19286.0,32,0,178835,11,9,3,10,4,1,0,0,0,40,22,0
19287.0,29,0,118230,11,9,3,5,4,1,1,0,0,35,22,0
19288.0,48,0,149640,0,14,3,4,4,1,0,0,0,40,22,0
19289.0,32,0,30271,14,10,1,4,1,1,1,0,0,30,22,0
19290.0,21,0,154165,11,9,3,14,3,1,1,0,0,35,22,0
19291.0,50,6,341797,10,15,6,2,0,1,0,0,0,50,22,1
19292.0,44,4,145246,0,14,6,2,0,1,0,0,0,44,22,1
19293.0,51,0,280093,11,9,0,10,2,1,1,0,0,40,22,0
19294.0,42,0,373469,11,9,6,12,0,1,0,0,0,40,22,1
19295.0,27,0,199172,7,13,3,1,3,1,1,0,0,40,22,0
19296.0,70,6,177199,11,9,6,4,0,1,0,0,0,3,22,0
19297.0,33,0,258932,11,9,1,4,4,1,1,0,0,40,22,0
19298.0,65,6,139960,11,9,6,8,0,1,0,10605,0,60,22,1
19299.0,39,0,258037,0,14,3,10,4,1,0,0,0,40,39,0
19300.0,32,0,116677,11,9,6,12,0,1,0,0,0,40,22,0
19301.0,30,0,59496,14,10,1,2,1,1,1,0,0,40,22,0
19302.0,43,7,34218,14,10,6,4,0,1,0,0,0,40,22,0
19303.0,31,0,200246,4,5,3,7,3,1,0,0,0,40,22,0
19304.0,64,8,316246,7,13,1,10,4,3,1,0,0,40,22,0
19305.0,37,4,239161,14,10,0,1,3,2,0,0,0,52,22,0
19306.0,49,6,173411,11,9,1,5,4,1,0,0,0,40,22,0
19307.0,29,0,259226,5,7,3,9,3,1,0,0,0,48,22,0
19308.0,35,4,195516,11,9,1,4,4,1,0,0,0,40,22,0
19309.0,37,0,200598,12,12,6,2,0,1,0,0,1740,45,22,0
19310.0,42,3,160369,0,14,6,2,0,1,0,0,0,50,22,1
19311.0,21,5,415913,14,10,3,6,3,1,0,0,0,40,22,0
19312.0,23,0,147253,12,12,3,5,4,1,0,0,0,40,22,0
19313.0,35,4,199674,11,9,3,7,1,3,1,0,0,40,22,0
19314.0,29,3,198493,15,11,6,1,0,1,0,0,0,40,22,1
19315.0,23,0,377121,14,10,3,7,1,1,1,0,0,25,22,0
19316.0,21,0,400635,14,10,3,7,4,1,1,0,0,20,39,0
19317.0,45,0,513660,7,13,3,2,4,1,0,0,0,40,22,0
19318.0,24,5,175069,7,13,3,6,4,1,0,0,0,50,22,0
19319.0,38,0,82552,11,9,3,14,4,1,0,594,0,50,22,0
19320.0,28,5,78388,8,6,3,6,3,1,1,0,0,38,22,0
19321.0,23,0,171705,11,9,3,5,1,1,1,0,0,48,22,0
19322.0,39,6,315640,7,13,3,5,3,4,0,0,0,60,25,0
19323.0,45,0,266860,0,14,6,4,0,1,0,15024,0,50,22,1
19324.0,68,0,192829,12,12,1,4,4,1,1,0,0,43,22,0
19325.0,60,8,237317,15,11,1,2,1,1,0,4934,0,40,22,1
19326.0,38,3,110426,13,16,6,2,5,1,1,7688,0,40,39,1
19327.0,41,0,327606,9,8,0,12,4,3,0,0,0,40,22,0
19328.0,48,0,34845,11,9,1,12,2,1,0,0,0,40,22,0
19329.0,33,0,58582,11,9,6,9,0,1,0,0,0,40,22,0
19330.0,48,0,155659,15,11,6,12,0,1,0,0,0,40,22,0
19331.0,23,4,210029,14,10,3,10,3,1,1,0,0,20,22,0
19332.0,26,0,381618,4,5,6,12,0,1,0,0,0,45,22,0
19333.0,55,7,298449,7,13,6,4,0,1,0,0,2415,50,22,1
19334.0,35,3,226789,0,14,6,2,0,1,0,0,0,75,22,0
19335.0,52,0,210736,14,10,6,4,0,1,0,3103,0,55,22,1
19336.0,46,3,111163,11,9,0,10,1,1,1,0,0,38,22,0
19337.0,72,5,76860,11,9,6,6,0,4,0,0,0,1,22,0
19338.0,18,0,92112,11,9,3,7,3,1,1,0,0,30,22,0
19339.0,62,4,136787,11,9,1,0,2,1,0,0,0,40,22,0
19340.0,22,0,29810,14,10,3,0,3,1,1,0,0,30,22,0
19341.0,40,0,360884,14,10,6,10,5,1,1,7298,0,40,22,1
19342.0,26,0,266022,14,10,6,5,0,1,0,0,0,50,22,0
19343.0,35,0,142874,12,12,4,5,3,3,1,0,0,36,22,0
19344.0,25,6,72338,11,9,3,5,1,4,1,0,0,40,22,0
19345.0,46,5,177305,15,11,6,6,5,3,1,0,0,35,22,1
19346.0,39,0,165106,7,13,4,12,4,1,0,0,1564,50,39,1
19347.0,41,0,424478,14,10,6,12,0,3,0,0,0,45,22,1
19348.0,59,0,189721,7,13,6,14,0,1,0,0,0,40,1,1
19349.0,37,0,34180,11,9,6,12,0,1,0,0,0,40,22,0
19350.0,38,0,183279,14,10,6,12,0,1,0,0,0,43,22,0
19351.0,33,0,35309,7,13,3,4,4,4,0,0,0,40,39,0
19352.0,23,0,259109,12,12,6,7,5,1,1,0,0,40,23,0
19353.0,67,6,148690,0,14,2,2,4,1,0,18481,0,2,22,1
19354.0,60,0,125019,7,13,1,2,4,1,1,8614,0,48,22,1
19355.0,39,7,172538,7,13,6,2,0,1,0,0,0,50,22,1
19356.0,32,6,410615,11,9,6,0,0,1,0,0,1887,60,22,1
19357.0,26,0,322547,7,13,3,2,4,1,1,0,0,45,22,0
19358.0,39,0,300760,11,9,1,13,1,1,1,0,0,50,22,0
19359.0,28,0,232782,14,10,3,10,4,1,1,0,0,40,22,0
19360.0,29,0,174645,5,7,1,12,1,1,1,0,0,52,22,0
19361.0,43,0,164693,15,11,6,12,0,1,0,0,0,50,22,0
19362.0,23,0,206861,14,10,3,13,3,1,0,0,0,25,22,0
19363.0,32,0,195602,7,13,6,5,0,1,0,0,1977,45,22,1
19364.0,33,6,422960,14,10,6,2,5,1,1,0,0,60,22,1
19365.0,45,0,116360,11,9,1,7,4,3,1,0,0,35,22,0
19366.0,48,0,278530,11,9,1,12,1,1,0,0,0,40,22,0
19367.0,43,4,188291,10,15,6,2,0,1,0,15024,0,45,22,1
19368.0,50,6,163948,11,9,6,0,0,1,0,0,0,40,22,1
19369.0,63,0,64544,7,13,3,13,4,1,0,0,0,40,22,1
19370.0,55,0,101468,11,9,6,12,0,1,0,3103,0,40,22,1
19371.0,22,0,107882,7,13,3,4,3,1,1,0,0,35,22,0
19372.0,32,6,182691,11,9,3,7,1,1,0,0,0,60,22,0
19373.0,27,0,203776,12,12,6,4,0,1,0,0,0,55,22,0
19374.0,22,0,201268,7,13,3,5,3,1,1,0,0,15,22,0
19375.0,44,0,29762,11,9,1,0,4,1,0,0,0,68,22,0
19376.0,34,0,186346,11,9,0,7,4,1,1,0,0,40,22,0
19377.0,28,0,196690,11,9,3,9,4,1,1,0,0,40,22,0
19378.0,40,0,99604,0,14,6,2,5,1,1,15024,0,24,22,1
19379.0,45,0,194772,14,10,6,0,0,1,0,0,0,55,22,0
19380.0,17,0,95446,8,6,3,7,3,1,0,0,0,15,22,0
19381.0,53,6,257126,9,8,6,12,0,1,0,0,0,45,22,0
19382.0,58,0,194733,12,12,6,12,0,1,0,0,0,40,22,1
19383.0,55,6,98361,11,9,3,12,3,1,0,0,0,35,22,0
19384.0,44,4,124924,15,11,3,12,4,1,0,0,0,44,22,0
19385.0,40,6,111971,11,9,6,12,0,1,0,0,0,30,22,0
19386.0,58,6,130714,0,14,6,4,0,1,0,0,0,50,22,0
19387.0,38,0,208358,11,9,6,12,0,1,0,0,0,40,22,1
19388.0,62,0,147627,4,5,3,3,4,3,1,1055,0,22,22,0
19389.0,31,0,149507,15,11,6,12,0,1,0,3464,0,38,22,0
19390.0,31,0,164870,5,7,6,12,0,1,0,0,0,40,31,0
19391.0,30,0,236861,11,9,3,4,4,1,0,0,1876,45,22,0
19392.0,37,0,220314,11,9,1,10,1,1,1,0,0,40,31,0
19393.0,38,4,329980,11,9,3,12,4,1,0,0,1876,40,30,0
19394.0,58,4,318537,9,8,6,8,0,1,0,0,0,40,22,0
19395.0,30,0,183284,7,13,6,4,0,1,0,0,0,50,22,1
19396.0,28,0,334368,15,11,3,2,4,1,1,4650,0,40,22,0
19397.0,46,0,109227,14,10,1,4,1,1,1,0,0,70,22,0
19398.0,34,0,118551,7,13,3,13,4,1,1,0,0,40,22,0
19399.0,39,7,163057,14,10,1,12,4,1,0,0,0,99,22,0
